,GEOGRAPHYCODE,NoOfPpl,Area_hect,Density_ppl_hect,RoomsPerHouse,BedroomsPerHouse,PcNoCentralHeat,NoOfDwells,PcDetached,PcSemiD,PcTerraced,PcFlatpurposebuilt,PcFlatofHse,PcFlatCommercial,PcMobile,Latitude,Longitude,Deprivation,Price,Count,beach,park,sports,marina,supermarket,foodstore,restaurant,takeaway,bar,nightclub,school,university,shoppincentre,pawnshop,betting,postoffice,doctor,hospital,transport,religion,hotel,waste,office,industry
490,W00004574,386,386,13.28,7.143712575,3.628742515,0.0,170,61.17647059,12.94117647,8.823529412,8.823529412,7.647058824,0.588235294,0.0,51.616535375,-3.97917075,1784.0,261189.98,50,1229,3,0,2919,2326,0,7,4,4,0,695,706,2127,0,0,520,916,860,687,314,0,1851,3,5
491,W00004575,214,214,3.59,4.675,2.316666667,2.5,121,1.652892562,21.48760331,49.58677686,26.44628099,0.826446281,0.0,0.0,51.6169215,-3.99748375,905.0,113874.13793103448,29,1569,0,1,4186,3025,0,2,1,1,0,244,1137,2952,0,0,203,1739,1083,1034,593,1,1199,0,5
492,W00004576,302,302,81.62,6.491525424,3.076271186,1.694915254,129,71.31782946,20.93023256,0.775193798,4.651162791,2.325581395,0.0,0.0,51.604172375,-3.992436125,1881.0,326133.875,40,645,1,10,3651,3602,0,1,0,1,1,1277,869,3455,0,0,1093,2438,733,244,1024,0,590,0,4
493,W00004577,237,237,5.61,5.015748031,2.464566929,0.787401575,133,39.09774436,12.03007519,10.52631579,36.84210526,1.503759398,0.0,0.0,51.615331125,-3.99292075,1729.0,167697.61904761905,21,1243,0,1,3869,2940,0,7,3,2,0,417,883,2876,0,0,499,1869,740,921,297,1,1127,2,5
494,W00004578,265,265,3.6,4.471830986,2.211267606,0.0,142,3.521126761,24.64788732,28.16901408,43.66197183,0.0,0.0,0.0,51.6149788,-4.002573,382.0,111816.0,25,1667,0,0,4537,3429,0,1,1,1,0,252,1182,3355,0,0,209,1417,1248,1446,954,0,980,0,5
495,W00004579,259,259,3.72,4.405797101,2.094202899,0.0,139,2.158273381,24.46043165,32.37410072,41.00719424,0.0,0.0,0.0,51.61476125,-4.00512025,382.0,109662.5,20,1796,0,0,4713,3577,0,1,1,1,0,428,1166,3501,0,0,377,1251,1400,1610,1132,0,1000,0,5
496,W00004580,315,315,11.73,7.191176471,3.602941176,0.0,136,86.02941176,11.02941176,0.735294118,2.205882353,0.0,0.0,0.0,51.61281016666667,-4.0033805,1729.0,280653.4482758621,29,1580,0,0,4603,3636,0,0,1,1,0,386,1401,3564,0,0,425,1435,1218,1467,1073,0,757,0,5
497,W00004581,253,253,10.14,5.644444444,2.8,0.0,143,30.06993007,34.96503497,4.895104895,30.06993007,0.0,0.0,0.0,51.61462099999999,-3.997892375,1729.0,151548.41379310345,58,1397,0,1,4214,3227,0,1,1,1,0,78,1142,3157,0,0,216,1742,946,1212,647,0,941,0,5
498,W00004582,301,301,10.78,6.90647482,3.345323741,0.0,144,40.27777778,48.61111111,0.694444444,9.722222222,0.694444444,0.0,0.0,51.61301657142857,-3.993686428571429,1729.0,274958.3333333333,48,1067,0,4,3933,3175,0,1,1,1,0,419,806,3114,0,0,553,1992,604,970,495,0,876,0,5
499,W00004583,280,280,7.51,6.699186992,3.325203252,0.0,126,50.0,34.92063492,3.968253968,10.31746032,0.793650794,0.0,0.0,51.6108718,-3.9974472,1881.0,259350.8596491228,57,1117,0,4,4217,3523,0,1,1,2,0,461,1018,3460,0,0,601,1896,775,1059,847,0,546,0,5
500,W00004584,309,309,48.84,7.323943662,3.669014085,0.0,145,91.72413793,2.75862069,0.689655172,4.137931034,0.0,0.689655172,0.0,51.61150324999999,-4.000064125,1729.0,290465.625,48,1309,0,0,4388,3585,0,1,1,2,0,387,1203,3518,0,0,503,1702,964,1214,939,0,580,0,5
501,W00004586,344,344,13.6,7.072992701,3.664233577,0.0,139,46.04316547,52.51798561,0.71942446,0.71942446,0.0,0.0,0.0,51.608339666666666,-3.997303,1881.0,298701.8604651163,43,995,1,6,4160,3743,0,0,0,1,0,740,1037,3570,0,0,877,2033,785,816,1062,0,306,0,5
502,W00004587,325,325,31.46,7.455223881,3.679104478,0.0,139,76.25899281,20.86330935,0.71942446,2.158273381,0.0,0.0,0.0,51.60503933333334,-3.997279,1881.0,386068.75,48,957,1,6,3799,3879,0,0,0,1,1,1105,1126,3709,0,0,1238,2244,944,568,1044,0,249,0,5
503,W00004588,238,238,17.67,6.621848739,3.302521008,0.840336134,124,54.83870968,41.12903226,1.612903226,2.419354839,0.0,0.0,0.0,51.60141642857143,-3.9986468571428575,1881.0,267952.22222222225,45,1157,1,1,3426,4118,0,1,1,2,1,1502,1396,3980,0,0,1620,980,1255,600,641,0,553,0,4
504,W00004589,233,233,44.7,5.725490196,2.823529412,0.980392157,102,37.25490196,56.8627451,4.901960784,0.980392157,0.0,0.0,0.0,51.627671,-4.0002615,1838.0,149819.6511627907,43,2694,0,0,4572,2538,0,0,0,0,0,1353,583,2445,0,0,848,1907,1062,1238,1061,0,2091,0,8
505,W00004590,300,300,12.66,6.030534351,3.007633588,1.526717557,136,35.29411765,61.02941176,1.470588235,2.205882353,0.0,0.0,0.0,51.624713,-3.988282571428571,1751.0,193032.38636363635,44,2128,0,0,3685,1974,0,3,0,0,0,1063,364,1896,0,0,355,1629,667,387,484,1,2211,2,6
506,W00004591,282,282,4.77,6.555555556,3.37962963,0.0,108,63.88888889,14.81481481,19.44444444,1.851851852,0.0,0.0,0.0,51.62746119999999,-3.9981478,1838.0,174713.9534883721,43,2613,0,0,4425,2410,0,2,0,0,0,1242,705,2319,0,0,734,2014,932,1102,952,0,2106,0,8
507,W00004592,258,258,5.9,6.940594059,3.574257426,0.0,104,80.76923077,14.42307692,2.884615385,1.923076923,0.0,0.0,0.0,51.6250505,-3.9988195,1788.0,229622.0588235294,34,2388,0,0,4399,2566,0,2,0,0,0,1128,609,2478,0,0,587,1840,1096,1022,785,0,2090,0,8
508,W00004593,278,278,5.82,6.585585586,3.297297297,0.0,112,71.42857143,23.21428571,5.357142857,0.0,0.0,0.0,0.0,51.62521800000001,-3.9961645,1838.0,199314.7058823529,34,2330,0,0,4226,2396,0,2,0,0,0,1162,793,2310,0,0,455,2014,937,859,670,0,2126,0,7
509,W00004594,283,283,7.07,6.159663866,3.058823529,0.0,124,29.83870968,52.41935484,4.838709677,9.677419355,0.0,3.225806452,0.0,51.623172,-3.993023333333333,1788.0,186855.5555555556,45,2040,0,0,3962,2338,2,3,0,1,0,1005,632,2258,0,0,140,1886,962,578,358,1,1944,2,5
510,W00004595,272,272,5.85,6.128712871,3.02970297,0.0,111,44.14414414,45.04504505,0.900900901,9.009009009,0.900900901,0.0,0.0,51.623926,-3.9896846,1751.0,177586.95652173914,46,2060,0,0,3756,2104,2,7,1,1,0,1179,422,2026,0,0,226,1689,781,397,381,1,2095,2,5
511,W00004596,358,358,9.43,6.757142857,3.378571429,0.0,141,36.17021277,61.70212766,0.709219858,1.418439716,0.0,0.0,0.0,51.62221483333334,-3.999969,1788.0,243458.16326530607,49,2151,0,0,4414,2794,0,3,1,0,0,815,621,2710,0,0,578,1646,1354,1042,706,1,1772,0,7
512,W00004597,283,283,10.81,6.819548872,3.436090226,0.0,136,90.44117647,6.617647059,0.735294118,2.205882353,0.0,0.0,0.0,51.62203045454546,-4.004124909090909,1788.0,260764.44444444444,45,2300,0,0,4695,3050,0,1,1,1,0,869,421,2964,0,0,724,1369,1589,1328,982,0,1772,0,7
513,W00004598,331,331,6.12,5.949275362,2.927536232,1.449275362,140,10.71428571,37.85714286,42.14285714,4.285714286,0.714285714,4.285714286,0.0,51.621662166666674,-3.9905265,1751.0,157200.0,57,1829,0,0,3761,2313,2,10,3,1,0,949,471,2239,0,0,100,1682,1038,390,131,1,1838,4,5
514,W00004599,286,286,5.06,6.238938053,3.159292035,0.884955752,122,6.557377049,90.98360656,1.639344262,0.819672131,0.0,0.0,0.0,51.62200116666667,-3.9951481666666666,1751.0,186148.75510204083,49,1973,0,0,4082,2534,2,2,0,0,0,831,781,2454,0,0,247,1960,1152,708,385,1,1784,0,5
515,W00004600,305,305,6.16,4.837209302,2.689922481,0.0,131,6.106870229,35.11450382,54.96183206,3.816793893,0.0,0.0,0.0,51.62618375,-3.96337775,58.0,69433.33333333333,15,1586,3,0,2144,1078,0,1,2,0,0,764,929,1093,0,0,895,315,675,221,683,2,3261,1,7
516,W00004601,290,290,4.3,4.56779661,2.474576271,0.0,120,4.166666667,65.83333333,28.33333333,0.833333333,0.0,0.833333333,0.0,51.6314635,-3.95218825,32.0,86642.85714285714,14,2177,1,1,1927,1061,0,1,1,1,0,779,364,1146,0,0,1287,348,1505,1004,1177,0,2868,1,8
517,W00004602,316,316,5.55,4.7109375,2.515625,0.0,132,10.60606061,58.33333333,31.06060606,0.0,0.0,0.0,0.0,51.629509000000006,-3.952362333333333,32.0,63500.0,20,1961,0,0,1765,989,0,2,1,0,0,717,546,1175,0,0,1069,547,1321,875,1070,0,2785,1,8
518,W00004603,268,268,3.51,4.914285714,2.59047619,0.0,109,2.752293578,61.46788991,34.86238532,0.917431193,0.0,0.0,0.0,51.62909,-3.9729383333333335,362.0,73766.66666666667,15,2126,1,2,2880,885,0,0,1,0,0,835,937,832,0,0,1312,1030,885,920,473,0,2569,1,6
519,W00004604,318,318,7.39,4.77037037,2.651851852,0.740740741,136,6.617647059,47.05882353,45.58823529,0.0,0.0,0.735294118,0.0,51.62778539999999,-3.9574632,41.0,64470.294117647056,17,1726,1,0,1891,1060,0,2,1,1,0,984,912,1113,0,0,903,206,967,490,791,0,3049,0,7
520,W00004605,224,224,3.11,4.628865979,2.422680412,1.030927835,99,3.03030303,63.63636364,33.33333333,0.0,0.0,0.0,0.0,51.6286785,-3.9758775,16.0,65538.46153846153,13,2192,1,0,3044,1045,0,0,1,0,0,762,758,980,0,0,1299,1213,698,938,474,0,2476,1,6
521,W00004606,270,270,10.36,5.703389831,2.949152542,0.0,123,6.504065041,89.43089431,3.25203252,0.0,0.0,0.81300813,0.0,51.62786775,-3.975443,362.0,120750.0,35,2100,1,0,2981,1096,0,0,1,0,0,725,717,1037,0,0,1273,1158,756,887,568,0,2566,1,6
522,W00004607,317,317,7.82,4.910447761,2.619402985,0.746268657,136,8.823529412,42.64705882,47.79411765,0.0,0.0,0.0,0.735294118,51.62738775,-3.96988475,362.0,68930.57692307692,26,1862,1,1,2608,970,0,0,1,0,0,672,957,942,0,0,1062,778,902,639,585,0,2851,1,6
523,W00004608,227,227,4.14,4.227272727,2.072727273,0.0,110,3.636363636,40.90909091,19.09090909,35.45454545,0.909090909,0.0,0.0,51.62784275,-3.96405625,58.0,90000.0,5,1777,2,1,2274,888,0,1,3,0,0,913,1078,903,0,0,1073,409,858,410,637,0,3102,1,7
524,W00004609,170,170,2.39,3.863636364,1.854545455,0.0,113,0.884955752,22.12389381,11.50442478,65.48672566,0.0,0.0,0.0,51.628551666666674,-3.969574,16.0,58775.0,8,1971,1,2,2646,839,0,0,1,0,0,803,1086,810,0,0,1181,791,1011,699,454,0,2771,1,6
525,W00004610,330,330,7.75,4.204819277,2.144578313,0.602409639,173,2.89017341,34.68208092,40.46242775,20.23121387,1.734104046,0.0,0.0,51.62894,-3.9497214,32.0,53928.57142857143,14,1940,0,0,1600,819,0,2,1,0,0,527,547,1042,0,0,1043,571,1395,702,938,0,2592,2,8
526,W00004611,305,305,8.0,4.395522388,2.350746269,0.0,141,4.255319149,37.58865248,55.31914894,2.127659574,0.709219858,0.0,0.0,51.629247250000006,-3.9646335,18.0,68030.9375,16,1938,2,1,2390,728,0,1,3,0,0,1015,1213,741,0,0,1226,531,1015,570,488,0,2969,1,7
527,W00004612,239,239,5.09,4.580952381,2.466666667,0.952380952,107,8.411214953,51.40186916,34.57943925,4.672897196,0.0,0.934579439,0.0,51.62555475,-3.966512,58.0,75703.75,12,1582,3,1,2312,1135,0,0,2,0,0,610,782,1130,0,0,816,536,627,338,755,2,3159,1,6
528,W00004613,232,232,4.11,4.542372881,2.296610169,0.847457627,120,3.333333333,75.0,20.0,1.666666667,0.0,0.0,0.0,51.6265735,-3.971634,362.0,71136.36363636363,11,1838,2,1,2682,1094,0,0,1,0,0,558,868,1058,0,0,1019,887,887,709,695,0,2841,1,6
529,W00004614,271,271,4.07,4.819672131,2.704918033,1.639344262,123,5.691056911,49.59349593,43.90243902,0.0,0.81300813,0.0,0.0,51.626853800000006,-3.9545876,41.0,68903.125,16,1642,1,0,1670,947,0,3,1,0,0,870,880,944,0,0,769,302,995,580,743,3,2828,0,7
530,W00004615,326,326,5.55,5.248275862,2.772413793,2.75862069,147,4.761904762,55.10204082,38.0952381,0.0,1.360544218,0.680272109,0.0,51.625532,-3.9566228,41.0,86377.96,25,1479,1,0,1701,1030,0,5,1,0,0,776,896,893,0,0,646,165,791,391,556,4,2927,3,6
531,W00004616,294,294,5.18,5.081967213,2.713114754,0.0,123,8.130081301,58.53658537,31.70731707,0.81300813,0.81300813,0.0,0.0,51.626355,-3.959701,41.0,73988.61111111111,18,1569,1,0,1931,1129,0,1,1,1,0,791,940,1101,0,0,813,66,756,269,629,2,3155,0,7
532,W00004617,265,265,3.98,5.0,2.689655172,0.0,117,1.709401709,53.84615385,44.44444444,0.0,0.0,0.0,0.0,51.62514033333333,-3.967874333333333,362.0,72962.96296296296,27,1576,3,1,2378,1188,0,0,2,0,0,513,716,1176,0,0,785,635,616,415,794,1,3068,1,6
533,W00004618,253,253,4.06,4.844036697,2.651376147,1.834862385,112,4.464285714,48.21428571,45.53571429,0.0,0.892857143,0.0,0.892857143,51.62375766666667,-3.96597,58.0,97422.25,20,1382,4,1,2194,1334,0,2,7,9,0,518,607,1297,0,0,614,526,424,284,597,6,3066,5,6
534,W00004619,275,275,4.29,4.923076923,2.735042735,0.0,122,3.278688525,36.8852459,59.01639344,0.819672131,0.0,0.0,0.0,51.624879250000006,-3.96166725,58.0,86008.23529411765,17,1421,3,0,1975,1244,0,1,1,0,0,612,773,1097,0,0,762,241,554,58,502,3,3253,3,7
535,W00004620,381,381,15.28,4.564102564,2.480769231,2.564102564,157,1.910828025,50.31847134,47.77070064,0.0,0.0,0.0,0.0,51.63212285714286,-3.953967571428572,32.0,62964.28571428572,14,2229,1,1,2060,918,0,1,1,1,0,922,421,1004,0,0,1354,383,1506,1023,1049,0,3011,1,9
536,W00004621,211,211,10.89,4.290598291,2.11965812,0.854700855,122,2.459016393,24.59016393,49.18032787,22.95081967,0.819672131,0.0,0.0,51.63267116666668,-3.970052666666666,16.0,92552.1052631579,19,2410,2,4,2914,446,0,0,2,1,0,923,1358,386,0,0,1369,1064,1099,1077,63,0,2438,1,9
537,W00004622,309,309,5.8,4.214285714,2.028571429,0.0,145,2.068965517,24.13793103,32.4137931,40.68965517,0.689655172,0.0,0.0,51.631411400000005,-3.974618,16.0,101042.82608695651,23,2409,2,4,3105,771,0,0,1,0,0,653,1051,694,0,0,1510,1240,763,1171,330,0,2300,1,7
538,W00004623,382,382,14.08,4.448484848,2.345454545,0.606060606,168,3.571428571,33.92857143,60.71428571,1.19047619,0.595238095,0.0,0.0,51.631235200000006,-3.9596546,18.0,63833.333333333336,9,2112,1,1,2254,662,0,1,1,1,0,1253,822,725,0,0,1315,571,1273,778,672,0,3115,1,9
539,W00004624,293,293,5.08,4.590551181,2.346456693,0.0,133,3.759398496,27.81954887,64.66165414,3.007518797,0.751879699,0.0,0.0,51.63112040000001,-3.9661922,18.0,51531.25,16,2166,1,4,2597,515,0,1,2,1,0,1150,1258,515,0,0,1434,754,1232,803,263,0,2754,1,7
540,W00004625,323,323,4.58,4.348993289,2.22147651,0.67114094,156,7.692307692,19.23076923,71.15384615,1.282051282,0.0,0.641025641,0.0,51.63043325,-3.96784675,18.0,50583.333333333336,12,2125,1,4,2648,606,0,0,2,1,0,1038,1301,587,0,0,1366,787,1176,785,259,0,2715,1,7
541,W00004626,296,296,5.54,4.633587786,2.396946565,0.0,134,5.882352941,52.94117647,40.44117647,0.735294118,0.0,0.0,0.0,51.6296824,-3.958235600000001,18.0,84492.85714285714,14,1937,0,1,2066,858,0,1,1,0,0,1121,814,917,0,0,1121,397,1137,643,821,0,3168,0,8
542,W00004627,365,365,4.67,4.298780488,2.304878049,2.43902439,166,7.228915663,36.14457831,54.81927711,1.204819277,0.602409639,0.0,0.0,51.6302395,-3.97021025,16.0,57462.5,8,2161,1,4,2776,681,0,0,1,0,0,977,1164,639,0,0,1374,911,1060,864,275,0,2608,1,6
543,W00004628,307,307,3.98,4.408,2.36,1.6,134,2.985074627,69.40298507,25.37313433,0.746268657,1.492537313,0.0,0.0,51.62966366666666,-3.9747563333333336,16.0,58687.5,20,2243,2,2,3021,912,0,0,1,0,0,745,892,846,0,0,1423,1170,751,1060,431,0,2439,1,7
544,W00004629,334,334,4.1,4.695652174,2.579710145,3.623188406,138,3.623188406,44.20289855,50.72463768,1.449275362,0.0,0.0,0.0,51.629016,-3.954869333333333,32.0,60250.0,10,1878,0,0,1844,1069,0,2,2,1,0,881,690,1137,0,0,1010,421,1176,712,963,0,2925,1,8
545,W00004630,183,183,3.05,4.482758621,2.146551724,2.586206897,150,1.923076923,0.641025641,28.84615385,25.64102564,42.94871795,0.0,0.0,51.6221284,-3.9585836,868.0,145660.25925925927,27,1096,2,0,1655,1142,0,15,9,5,2,382,494,757,0,1,398,316,440,344,157,8,3000,7,5
546,W00004631,319,319,8.2,5.868055556,3.006944444,3.472222222,151,9.933774834,17.21854305,24.50331126,39.07284768,8.609271523,0.662251656,0.0,51.62139483333334,-3.964651833333333,868.0,160934.2105263158,38,1105,3,1,2015,1493,0,4,8,7,0,293,449,1129,0,0,355,292,146,380,408,7,2981,4,6
547,W00004632,250,250,4.83,6.238938053,3.044247788,0.0,118,23.72881356,34.74576271,11.01694915,27.96610169,2.542372881,0.0,0.0,51.61858599999999,-3.977776,1790.0,190743.4782608696,46,1474,3,1,2839,2078,0,5,4,2,0,488,564,2011,0,0,569,777,962,569,226,2,2071,4,5
548,W00004633,447,447,5.25,6.129251701,3.455782313,4.761904762,160,3.75,17.5,25.625,20.0,33.125,0.0,0.0,51.61739428571428,-3.963686714285714,1298.0,214354.61290322585,31,679,5,1,1857,1335,3,10,11,7,1,252,196,1055,0,1,156,269,305,787,499,13,2814,4,4
549,W00004634,384,384,9.29,5.14375,2.66875,3.75,175,1.142857143,3.428571429,60.57142857,22.28571429,10.85714286,1.714285714,0.0,51.61415310526316,-3.961087578947368,1072.0,127920.8125,48,283,2,0,1678,1188,0,12,14,9,1,584,422,1024,0,1,547,481,696,792,747,12,2846,4,4
550,W00004635,259,259,12.72,6.943396226,3.632075472,0.0,109,35.77981651,40.36697248,19.26605505,2.752293578,1.834862385,0.0,0.0,51.621781,-3.970592,1541.0,257175.67567567568,37,1355,3,1,2420,1587,0,3,6,9,0,141,339,1540,0,0,528,413,486,661,556,5,2679,1,6
551,W00004636,293,293,3.63,5.330578512,2.743801653,4.958677686,125,3.174603175,5.555555556,70.63492063,5.555555556,12.6984127,2.380952381,0.0,51.620458500000005,-3.972796,1541.0,158283.65384615384,52,1352,2,1,2532,1766,0,4,6,9,0,126,287,1671,0,0,561,459,603,792,354,5,2468,1,5
552,W00004637,304,304,3.62,5.190839695,2.938931298,3.053435115,143,2.666666667,4.0,34.0,12.0,42.0,5.333333333,0.0,51.62007509090908,-3.9560631818181817,774.0,130915.74074074074,54,881,4,4,1405,888,4,23,19,9,4,411,414,518,1,3,142,89,553,630,205,10,2812,9,5
553,W00004638,312,312,4.32,5.05511811,2.68503937,3.149606299,138,0.71942446,5.035971223,51.79856115,23.02158273,19.42446043,0.0,0.0,51.61974463636364,-3.9583122727272726,774.0,121023.25581395348,43,830,4,2,1541,1018,4,19,20,11,2,252,272,667,0,1,298,100,400,575,114,10,2967,9,5
554,W00004639,260,260,2.47,5.686956522,2.860869565,1.739130435,116,5.172413793,18.10344828,73.27586207,2.586206897,0.862068966,0.0,0.0,51.6197765,-3.974499,1790.0,164417.80821917808,73,1395,2,1,2633,1874,0,5,7,10,0,240,354,1784,0,0,645,555,721,699,247,2,2329,2,5
555,W00004640,299,299,3.71,4.716312057,2.581560284,2.127659574,140,2.597402597,8.441558442,26.62337662,25.97402597,35.71428571,0.649350649,0.0,51.61958059999999,-3.9678954,1541.0,158545.45454545456,22,1048,4,1,2181,1654,3,4,7,11,0,395,148,1327,0,0,223,110,270,673,535,7,2682,4,5
556,W00004641,362,362,3.05,4.385185185,2.325925926,2.962962963,131,2.083333333,8.333333333,13.19444444,35.41666667,36.11111111,4.166666667,0.694444444,51.61873909999999,-3.9693522,1541.0,123270.75,24,1048,3,1,2264,1739,3,2,7,10,0,389,19,1428,0,0,272,197,396,809,407,7,2547,4,5
557,W00004642,386,386,4.92,5.543046358,3.125827815,5.298013245,142,3.550295858,15.97633136,24.26035503,8.875739645,45.56213018,1.775147929,0.0,51.618981,-3.965345222222224,868.0,213614.44444444444,45,890,5,1,1995,1469,3,13,13,17,0,241,296,1151,0,1,82,83,154,645,489,7,2797,4,5
558,W00004643,398,398,3.1,6.284671533,3.430656934,2.189781022,138,4.347826087,3.623188406,72.46376812,3.623188406,15.2173913,0.0,0.724637681,51.61921266666667,-3.971319,1541.0,182261.27160493823,81,1184,2,1,2406,1877,1,2,7,10,0,279,126,1563,0,0,417,330,510,864,309,5,2464,3,5
559,W00004644,335,335,3.84,7.023622047,3.527559055,0.0,128,11.71875,60.15625,23.4375,0.78125,3.90625,0.0,0.0,51.61857333333334,-3.974896166666667,1790.0,211293.53191489365,47,1343,3,1,2641,2009,0,10,8,11,0,370,365,1812,0,0,651,579,767,732,111,2,2223,3,5
560,W00004645,370,370,7.98,5.075,2.6875,7.5,169,5.325443787,6.50887574,20.1183432,40.23668639,26.62721893,1.183431953,0.0,51.619597538461534,-3.962237384615384,868.0,198817.86486486485,37,858,3,1,1799,1273,0,13,13,6,1,32,203,937,0,1,270,303,140,533,265,7,3017,6,5
561,W00004646,510,510,4.32,6.051948052,3.772727273,2.597402597,164,0.0,2.424242424,41.21212121,9.696969697,38.18181818,8.484848485,0.0,51.617847454545455,-3.967102090909091,1593.0,153371.11111111112,45,867,4,1,2097,1574,3,7,10,15,0,397,203,1281,0,0,119,138,328,809,542,7,2628,4,4
562,W00004647,309,309,3.72,5.366666667,2.806666667,2.666666667,162,6.134969325,12.26993865,22.08588957,53.37423313,6.134969325,0.0,0.0,51.617975142857134,-3.972627571428572,1593.0,187646.66666666663,30,1174,3,1,2478,1955,0,4,7,10,0,402,226,1659,0,0,494,437,637,901,165,4,2311,1,5
563,W00004648,354,354,3.43,5.111111111,2.736111111,4.861111111,151,1.324503311,5.298013245,72.18543046,3.311258278,15.89403974,1.986754967,0.0,51.61823622222222,-3.9579106666666655,774.0,124033.95833333331,48,663,5,3,1475,948,5,17,18,12,2,304,214,645,1,1,330,153,475,729,284,16,2943,10,5
564,W00004649,357,357,4.01,4.83125,2.5625,0.625,160,4.117647059,2.352941176,35.88235294,42.35294118,14.11764706,1.176470588,0.0,51.618052000000006,-3.96041825,1072.0,143216.3142857143,35,658,4,1,1642,1117,1,15,16,9,1,180,40,820,0,1,351,288,342,713,316,15,3049,8,5
565,W00004650,505,505,3.13,6.811188811,4.06993007,2.097902098,145,0.684931507,3.424657534,78.08219178,3.424657534,13.69863014,0.684931507,0.0,51.6168392,-3.9693592,1593.0,176246.3,50,916,4,1,2243,1725,3,6,7,11,0,455,218,1452,0,0,309,313,517,982,393,6,2438,3,4
566,W00004651,375,375,3.6,5.123376623,2.837662338,3.246753247,153,1.923076923,10.25641026,48.71794872,14.74358974,24.35897436,0.0,0.0,51.615343,-3.96442025,1072.0,151510.29411764705,34,542,3,1,1899,1392,1,14,13,18,0,481,312,1168,0,1,331,437,533,1020,712,13,2675,4,4
567,W00004652,373,373,8.46,6.434782609,3.550724638,2.173913043,145,4.827586207,20.68965517,64.82758621,8.275862069,1.379310345,0.0,0.0,51.6158776,-3.9733565,1593.0,194836.63461538465,52,1113,4,1,2516,2003,0,5,7,11,0,370,414,1744,0,0,604,588,797,968,217,2,2144,1,5
568,W00004653,388,388,3.17,6.516129032,3.693548387,4.032258065,137,1.428571429,8.571428571,75.71428571,2.142857143,12.14285714,0.0,0.0,51.616256571428565,-3.9705932857142856,1593.0,181255.31914893616,47,956,3,1,2326,1811,0,3,7,10,0,377,290,1548,0,0,416,417,623,1083,333,5,2332,1,5
569,W00004654,446,446,3.61,6.6328125,3.796875,3.125,137,2.919708029,17.51824818,67.88321168,1.459854015,8.02919708,2.189781022,0.0,51.6155225,-3.9667213333333335,1298.0,155374.32653061225,49,683,4,1,2058,1548,1,13,13,17,0,418,266,1311,0,1,314,392,544,1039,611,8,2536,4,4
570,W00004655,450,450,2.88,6.054054054,3.459459459,1.351351351,163,8.484848485,7.878787879,33.93939394,29.6969697,19.39393939,0.606060606,0.0,51.6161725,-3.9611505,1072.0,122984.58333333331,48,475,2,0,1673,1159,1,14,14,9,1,361,197,924,0,1,378,378,484,827,531,15,2919,5,4
571,W00004656,548,548,3.88,6.023255814,3.534883721,1.744186047,178,1.630434783,3.260869565,59.7826087,4.891304348,17.39130435,13.04347826,0.0,51.61620655555557,-3.9585466666666655,774.0,151933.24561403508,57,437,4,2,1493,979,2,15,19,12,1,423,256,757,0,1,521,207,580,656,503,14,3007,9,5
572,W00004657,477,477,2.17,6.181818182,3.810606061,1.515151515,132,0.746268657,2.23880597,76.86567164,5.970149254,14.17910448,0.0,0.0,51.6147512,-3.9700026,1346.0,154389.95,40,853,3,1,2287,1783,0,6,7,10,0,219,260,1553,0,0,498,534,725,1033,463,5,2294,1,4
573,W00004658,457,457,2.79,5.630872483,3.395973154,4.697986577,153,2.53164557,3.797468354,63.29113924,12.02531646,15.82278481,2.53164557,0.0,51.6141222,-3.964059,1072.0,147593.44680851063,47,446,3,0,1882,1389,0,13,13,20,0,500,245,1202,0,1,469,574,668,997,818,11,2650,4,4
574,W00004659,407,407,2.2,5.952380952,3.626984127,2.380952381,134,0.0,2.205882353,63.23529412,16.91176471,17.64705882,0.0,0.0,51.614389,-3.968816,1346.0,175881.4814814815,27,762,3,1,2208,1707,0,7,7,12,0,226,175,1490,0,0,486,541,717,1073,551,5,2353,1,4
575,W00004660,313,313,2.09,6.067307692,3.192307692,8.653846154,106,0.943396226,2.830188679,89.62264151,2.830188679,0.943396226,2.830188679,0.0,51.6137462,-3.971915,1346.0,138299.7619047619,42,953,4,0,2427,1930,0,8,7,10,0,114,329,1715,0,0,669,697,893,860,474,2,2128,2,4
576,W00004661,409,409,2.59,5.762962963,3.2,2.222222222,137,3.649635036,6.569343066,83.21167883,2.189781022,2.919708029,1.459854015,0.0,51.61233033333334,-3.973367833333333,1346.0,134324.1935483871,62,1006,5,0,2546,2060,3,3,2,5,2,173,389,1868,0,0,510,883,864,684,593,0,1977,1,4
577,W00004662,488,488,4.56,5.786163522,3.377358491,3.773584906,169,4.678362573,5.847953216,37.42690058,10.52631579,40.93567251,0.584795322,0.0,51.61370933333334,-3.967418,1298.0,181841.30434782608,23,648,2,0,2118,1625,0,9,8,15,0,265,63,1431,0,0,522,597,750,1113,674,7,2416,1,4
578,W00004663,444,444,2.89,6.071428571,3.485714286,4.285714286,143,5.594405594,2.797202797,70.62937063,2.797202797,17.48251748,0.699300699,0.0,51.61274075,-3.97151775,1346.0,164243.33333333334,45,913,3,0,2413,1925,2,6,5,7,0,37,299,1733,0,0,639,781,969,815,587,2,2113,1,4
