,GEOGRAPHYCODE,NoOfPpl,Area_hect,Density_ppl_hect,RoomsPerHouse,BedroomsPerHouse,PcNoCentralHeat,NoOfDwells,PcDetached,PcSemiD,PcTerraced,PcFlatpurposebuilt,PcFlatofHse,PcFlatCommercial,PcMobile,Latitude,Longitude,Deprivation,Price,Count,beach,park,sports,marina,supermarket,foodstore,restaurant,takeaway,bar,nightclub,school,university,shoppincentre,pawnshop,betting,postoffice,doctor,hospital,transport,religion,hotel,waste,office,industry
217,W00004188,265,265,8.4,6.04,2.912,0.0,131,76.33587786,22.13740458,0.763358779,0.0,0.763358779,0.0,0.0,51.62328416666667,-4.016707833333334,1897.0,193385.66666666663,36,3008,0,3,5576,3531,0,3,0,4,0,1542,659,3602,0,1,1405,749,2296,2203,1375,0,2206,0,7
218,W00004189,285,285,7.07,6.603448276,3.551724138,0.0,119,42.85714286,52.94117647,0.840336134,3.361344538,0.0,0.0,0.0,51.62122925,-4.0143045,1897.0,208106.94444444444,36,2735,0,1,5381,3657,0,4,0,4,0,1274,632,3624,0,1,1142,700,2236,2034,1303,0,1925,0,7
219,W00004190,280,280,6.18,6.056451613,3.0,1.612903226,129,13.17829457,71.31782946,0.0,15.50387597,0.0,0.0,0.0,51.6205104,-4.0174352,1897.0,192351.21951219512,41,2860,0,3,5588,3826,2,3,0,4,0,1422,849,3854,0,1,1300,480,2444,2254,1097,0,1978,0,6
220,W00004191,283,283,8.05,6.248,3.128,0.0,133,28.57142857,64.66165414,1.503759398,3.759398496,1.503759398,0.0,0.0,51.61997950000001,-4.0204815,1897.0,217320.2380952381,42,3004,2,3,5792,3980,2,3,0,5,0,1592,1056,4052,0,1,1394,299,2605,2469,925,0,2067,0,6
221,W00004192,361,361,5.6,7.122807018,3.570175439,0.0,116,95.68965517,2.586206897,0.0,1.724137931,0.0,0.0,0.0,51.6259635,-4.01591425,1897.0,221804.08163265305,49,3170,1,2,5574,3247,0,0,0,1,0,1700,579,3321,0,0,1556,1036,2156,2189,1659,0,2442,0,8
222,W00004196,227,227,6.83,6.413461538,3.269230769,0.0,110,49.09090909,48.18181818,1.818181818,0.0,0.909090909,0.0,0.0,51.62045775,-4.01146625,1897.0,230246.2857142857,35,2529,0,1,5177,3578,0,4,0,4,0,1063,582,3491,0,1,929,832,2086,1843,1395,0,1756,0,6
223,W00004197,267,267,7.16,5.52,2.944,1.6,129,3.875968992,90.69767442,5.426356589,0.0,0.0,0.0,0.0,51.61617475,-4.02542725,1885.0,141619.39024390245,41,3120,2,3,5648,4519,0,3,0,4,0,1588,1582,4566,0,1,901,252,2787,2873,389,1,2058,0,5
224,W00004198,263,263,29.05,5.902439024,2.951219512,1.62601626,137,41.60583942,40.1459854,4.379562044,4.379562044,1.459854015,8.02919708,0.0,51.61745809090908,-4.019553545454546,1885.0,209710.74468085103,47,2810,2,2,5596,4195,2,3,0,3,0,1453,1185,4142,0,1,1332,213,2440,2446,750,0,1822,0,6
225,W00004199,307,307,32.06,6.364341085,3.217054264,0.0,137,40.87591241,56.20437956,2.919708029,0.0,0.0,0.0,0.0,51.61395585714286,-4.023698714285714,1885.0,197763.0,30,2924,2,2,5374,4672,0,3,0,4,0,1715,1666,4587,0,1,970,416,2620,2614,294,1,1830,0,5
226,W00004200,262,262,14.13,5.6,3.024,0.8,129,11.62790698,86.82170543,0.0,0.775193798,0.775193798,0.0,0.0,51.620542333333326,-4.0296330000000005,1757.0,153646.42857142858,42,3586,2,4,6214,4285,0,1,0,2,0,1078,1603,4372,0,0,965,581,3212,3095,855,0,2576,0,6
227,W00004201,287,287,4.93,5.463235294,2.830882353,0.735294118,145,40.68965517,47.5862069,9.655172414,1.379310345,0.0,0.689655172,0.0,51.61991325,-4.0276485,1757.0,150399.875,56,3432,2,5,6087,4259,0,3,0,4,0,1232,1499,4341,0,1,999,429,3059,2963,774,0,2425,0,6
228,W00004202,322,322,30.37,5.539877301,2.754601227,1.226993865,171,31.57894737,27.48538012,2.339181287,38.59649123,0.0,0.0,0.0,51.618041,-4.012949,1885.0,296538.61363636365,44,2449,0,1,5259,3801,0,4,0,4,0,1029,869,3716,0,1,918,670,2043,1986,1162,0,1574,0,5
229,W00004203,258,258,4.59,5.648,2.896,0.8,128,14.0625,85.15625,0.78125,0.0,0.0,0.0,0.0,51.61928575,-4.026096750000001,1757.0,147755.75,52,3305,2,5,5976,4254,0,3,0,5,0,1359,1431,4333,0,1,1031,301,2934,2862,712,0,2298,0,6
230,W00004204,273,273,6.59,5.430769231,2.823076923,1.538461538,137,29.19708029,67.15328467,0.0,2.919708029,0.729927007,0.0,0.0,51.6177002,-4.0248696,1757.0,151384.8208955224,67,3151,2,5,5780,4355,0,3,0,6,0,1521,1449,4430,0,1,1005,154,2796,2802,561,0,2122,0,6
231,W00004220,345,345,16.38,5.703703704,2.822222222,1.481481481,137,38.68613139,21.89781022,38.68613139,0.729927007,0.0,0.0,0.0,51.6500977,-3.940008,490.0,122561.28571428572,35,2819,3,1,3608,1175,0,1,0,6,0,687,1368,1081,0,0,1075,762,3662,421,2075,0,1580,0,9
232,W00004221,275,275,3.76,5.041666667,2.625,0.833333333,125,4.8,16.8,71.2,2.4,0.8,4.0,0.0,51.64357600000001,-3.9436146,276.0,81656.25,32,3223,1,1,2935,1175,1,7,5,12,0,243,1139,962,0,0,1403,560,2968,484,2143,0,2226,0,9
233,W00004222,297,297,2.95,4.912280702,2.526315789,2.631578947,119,2.521008403,5.882352941,76.47058824,13.44537815,1.680672269,0.0,0.0,51.63378600000001,-3.939415833333333,363.0,72868.51851851853,27,2095,1,1,1808,1185,0,0,6,5,0,648,627,1182,0,0,1744,111,2283,695,1377,0,2294,3,8
234,W00004223,300,300,4.96,4.8125,2.515625,0.0,131,3.053435115,8.396946565,82.44274809,5.34351145,0.0,0.763358779,0.0,51.64140344444444,-3.940768888888889,276.0,79854.05405405405,37,2942,1,2,2658,1008,0,7,9,12,0,555,1000,770,0,0,1343,403,2864,174,2189,0,2275,2,9
235,W00004224,247,247,12.52,4.689655172,2.431034483,1.724137931,117,0.0,30.76923077,60.68376068,7.692307692,0.854700855,0.0,0.0,51.63921839999999,-3.9424154,276.0,86598.48484848485,33,2733,1,3,2444,1196,0,8,7,9,0,708,735,949,0,0,1580,144,2599,219,1971,0,2537,0,9
236,W00004225,311,311,3.84,4.692857143,2.421428571,3.571428571,143,4.195804196,11.18881119,79.02097902,2.097902098,3.496503497,0.0,0.0,51.64008057142858,-3.943960714285714,276.0,72939.47368421052,38,2856,1,3,2565,1261,0,8,7,10,0,585,766,1018,0,0,1608,185,2620,306,1926,0,2528,0,9
237,W00004226,269,269,47.92,4.704918033,2.393442623,2.459016393,124,2.419354839,5.64516129,83.06451613,8.064516129,0.806451613,0.0,0.0,51.637689888888886,-3.935988333333333,230.0,137295.41666666666,120,2479,0,2,2207,923,0,6,7,9,0,1083,966,692,0,0,1407,551,2754,357,1846,0,2451,3,9
238,W00004227,308,308,3.16,4.821428571,2.435714286,2.142857143,143,1.398601399,2.097902098,86.71328671,5.594405594,2.097902098,2.097902098,0.0,51.63516200000001,-3.93914225,363.0,76150.0,30,2239,0,1,1955,1277,0,2,6,5,0,800,663,1047,0,0,1762,196,2402,543,1531,0,2389,3,9
239,W00004228,240,240,1.95,4.638888889,2.287037037,0.0,111,3.603603604,6.306306306,81.98198198,8.108108108,0.0,0.0,0.0,51.63496275,-3.940661,363.0,72350.0,20,2244,0,2,1955,1305,0,1,6,5,0,757,556,1132,0,0,1841,127,2311,570,1499,0,2447,3,9
240,W00004229,361,361,5.31,4.62987013,2.246753247,3.896103896,160,4.375,6.875,68.125,3.125,12.5,5.0,0.0,51.63238771428571,-3.9388997142857134,363.0,69280.0,25,1936,1,1,1649,1038,0,0,5,4,0,516,638,1106,0,0,1603,219,2211,758,1228,0,2163,3,8
241,W00004230,269,269,5.5,4.789915966,2.378151261,4.201680672,122,2.459016393,1.639344262,95.08196721,0.819672131,0.0,0.0,0.0,51.63120466666667,-3.9383346666666665,363.0,75048.78048780488,41,1798,1,1,1512,921,0,0,4,3,0,425,517,975,0,0,1491,347,2164,639,1107,0,2048,2,8
242,W00004231,263,263,21.48,4.592920354,2.327433628,0.0,113,4.424778761,4.424778761,81.4159292,9.734513274,0.0,0.0,0.0,51.62990711111111,-3.937566333333333,363.0,76826.19047619047,21,1645,1,1,1360,803,0,1,4,2,0,370,402,835,0,0,1368,414,2131,524,981,1,1917,6,8
243,W00004232,317,317,5.42,5.259541985,2.679389313,1.526717557,139,4.316546763,14.38848921,79.13669065,1.438848921,0.71942446,0.0,0.0,51.65160899999999,-3.933587,490.0,82590.31914893616,47,2808,2,1,3752,1014,0,2,0,2,0,1117,1577,990,0,0,718,875,3486,610,1704,0,1118,3,9
244,W00004233,311,311,28.75,5.22962963,2.703703704,0.740740741,136,32.35294118,17.64705882,47.05882353,0.0,2.941176471,0.0,0.0,51.65220971428572,-3.936457428571429,490.0,97723.75,40,2670,2,1,3823,1176,0,1,0,3,0,1024,1378,1129,0,0,923,934,3416,620,1743,0,1251,0,8
245,W00004234,256,256,24.31,4.537313433,2.223880597,2.23880597,153,1.960784314,5.882352941,79.08496732,7.189542484,5.22875817,0.653594771,0.0,51.65006983333333,-3.931958,490.0,171218.92857142858,42,3011,2,1,3583,810,0,2,0,3,0,1113,1769,793,0,0,539,735,3663,534,1818,0,1145,3,8
246,W00004235,322,322,6.11,4.818181818,2.461538462,5.594405594,154,5.194805195,6.493506494,87.01298701,0.0,1.298701299,0.0,0.0,51.6498124,-3.934979,490.0,70760.84782608696,46,2955,3,1,3553,902,0,2,1,4,0,920,1628,845,0,0,729,666,3683,388,1926,0,1317,3,9
247,W00004236,313,313,5.95,4.956521739,2.507246377,1.449275362,143,1.398601399,12.58741259,72.72727273,6.993006993,2.797202797,3.496503497,0.0,51.64770633333333,-3.935606,230.0,75459.80555555556,36,3161,3,2,3320,772,0,4,4,6,0,772,1767,679,0,0,753,430,3646,170,2157,0,1510,1,9
248,W00004237,319,319,10.23,4.807407407,2.474074074,1.481481481,139,4.316546763,8.633093525,85.61151079,0.0,1.438848921,0.0,0.0,51.6464275,-3.939158,230.0,82022.72727272728,44,3229,2,1,3196,923,0,7,6,9,0,493,1546,777,0,0,1016,382,3396,122,2393,0,1784,0,9
249,W00004238,287,287,3.88,5.184615385,2.676923077,2.307692308,137,5.839416058,8.759124088,83.21167883,2.189781022,0.0,0.0,0.0,51.645319400000005,-3.9428676,230.0,85682.79661016949,59,3299,1,1,3114,1140,1,7,4,9,0,218,1340,954,0,0,1294,534,3164,404,2299,0,2056,0,9
250,W00004239,290,290,3.52,4.889705882,2.448529412,0.0,141,1.418439716,9.929078014,63.12056738,25.53191489,0.0,0.0,0.0,51.64363366666666,-3.9409421666666655,276.0,85654.60606060606,33,3187,1,1,2905,990,0,7,7,10,0,390,1213,780,0,0,1231,375,3066,412,2301,0,2093,0,9
251,W00004240,268,268,11.84,4.676691729,2.413533835,2.255639098,134,2.23880597,15.67164179,67.91044776,5.223880597,6.71641791,2.23880597,0.0,51.64289766666666,-3.938955777777778,230.0,73172.72727272728,33,3082,1,2,2804,857,0,7,7,11,0,549,1208,634,0,0,1148,259,3072,320,2377,0,2066,2,9
252,W00004241,278,278,5.02,5.488,2.656,5.6,127,35.43307087,43.30708661,18.11023622,1.57480315,1.57480315,0.0,0.0,51.67113333333334,-3.952613111111112,1749.0,102615.11627906976,43,416,1,1,6065,2181,0,0,0,1,0,1362,1268,1758,0,0,1782,1896,1752,2918,2153,0,2688,0,11
253,W00004242,366,366,5.18,5.347560976,2.670731707,0.0,165,18.78787879,70.90909091,9.090909091,0.606060606,0.0,0.606060606,0.0,51.668779400000005,-3.9544226,1749.0,121871.53846153848,65,706,1,1,5838,2300,0,0,0,2,0,1555,1016,2043,0,0,1985,1959,2032,2726,2214,0,2658,0,11
254,W00004243,424,424,6.27,5.86627907,3.01744186,0.581395349,173,56.64739884,37.57225434,4.624277457,1.156069364,0.0,0.0,0.0,51.66905971428572,-3.95266,1749.0,135584.92063492062,63,636,1,1,5840,2178,0,1,0,2,0,1430,1037,1947,0,0,1861,1845,1932,2705,2100,0,2567,0,11
255,W00004244,261,261,12.32,6.054054054,3.072072072,0.0,114,20.1754386,73.68421053,5.263157895,0.0,0.0,0.877192982,0.0,51.673160200000005,-3.955156,1749.0,120875.75757575755,33,368,1,0,6324,2383,0,0,0,1,0,1509,1506,1711,0,0,1909,2137,1702,3192,2393,0,2961,0,11
256,W00004245,225,225,3.35,4.899082569,2.458715596,7.339449541,113,27.43362832,23.89380531,35.39823009,13.27433628,0.0,0.0,0.0,51.6718795,-3.95444575,1765.0,107772.0588235294,34,414,1,1,6174,2315,0,0,0,1,0,1472,1359,1777,0,0,1885,2042,1771,3042,2299,0,2839,0,11
257,W00004246,466,466,80.47,7.038251366,3.519125683,0.0,186,82.79569892,9.677419355,6.451612903,0.0,0.0,1.075268817,0.0,51.66981010000001,-3.957012,1765.0,199336.41975308643,81,704,1,0,5994,2478,0,0,0,1,0,1691,1167,2066,0,0,2115,2155,2061,2909,2411,0,2870,0,11
258,W00004247,175,175,2.12,5.796875,3.046875,0.0,64,43.75,34.375,21.875,0.0,0.0,0.0,0.0,51.668192,-3.9512245,1749.0,153907.6923076923,26,715,1,1,5724,2083,0,1,0,2,0,1378,943,1977,0,0,1811,1731,1954,2578,1985,0,2433,0,11
259,W00004256,604,604,192.25,6.776744186,3.418604651,0.0,221,59.2760181,29.86425339,9.049773756,0.452488688,0.452488688,0.452488688,0.452488688,51.683386818181816,-3.877566,1664.0,164177.01388888888,72,5117,0,0,8263,1723,0,0,0,2,0,2120,3923,4099,0,0,1815,1767,3856,2488,1660,0,4132,0,5
260,W00004257,347,347,303.56,5.493333333,2.753333333,2.666666667,160,38.125,36.875,18.125,6.25,0.0,0.625,0.0,51.66872416666666,-3.870155166666666,1547.0,101204.328125,64,5574,1,0,7169,2341,0,1,0,1,0,2058,2970,4899,0,0,2093,1344,4703,1289,253,0,2839,0,9
261,W00004258,331,331,7.05,5.298507463,2.701492537,1.492537313,135,23.7037037,71.11111111,5.185185185,0.0,0.0,0.0,0.0,51.6679618,-3.8787032,1533.0,103261.12903225806,31,5000,2,0,6752,1872,0,1,0,1,0,1464,3193,4381,0,0,1699,895,4198,833,345,0,3110,0,9
262,W00004259,399,399,5.12,5.479041916,2.754491018,2.994011976,172,33.13953488,43.60465116,22.09302326,1.162790698,0.0,0.0,0.0,51.664356,-3.8683015,1547.0,121091.50724637682,69,5285,1,0,6876,2081,0,0,0,2,0,1827,2476,4809,0,0,1846,1216,4637,1179,611,0,2455,0,9
263,W00004260,328,328,5.94,6.533333333,3.283333333,0.0,121,63.63636364,35.53719008,0.826446281,0.0,0.0,0.0,0.0,51.6628784,-3.867926,1547.0,158658.64285714287,56,5126,1,0,6770,2000,0,0,0,1,0,1768,2319,4754,0,0,1773,1201,4475,1171,760,0,2351,0,9
264,W00004261,290,290,9.15,5.893129771,2.946564885,0.0,134,67.1641791,32.08955224,0.746268657,0.0,0.0,0.0,0.0,51.66263628571429,-3.8716447142857136,1547.0,150677.4193548387,31,5068,1,0,6580,1781,0,0,0,1,0,1922,2428,4514,0,0,1547,943,4435,913,686,0,2568,0,9
265,W00004262,327,327,6.32,5.742424242,3.113636364,0.0,133,50.37593985,48.12030075,1.503759398,0.0,0.0,0.0,0.0,51.66936916666666,-3.8791581666666666,1533.0,135336.91176470587,34,4948,2,0,6865,1915,0,1,0,1,0,1480,3340,4292,0,0,1828,1022,4103,958,377,0,3144,0,9
266,W00004263,311,311,8.87,6.0,3.0,0.0,142,48.5915493,47.88732394,2.816901408,0.704225352,0.0,0.0,0.0,51.6716996,-3.8773658000000006,1664.0,145058.88,50,5048,1,0,7149,2156,0,1,0,1,0,1698,3494,4321,0,0,2115,1309,4120,1246,418,0,3370,0,9
267,W00004264,315,315,8.28,5.480916031,2.740458015,0.0,134,11.19402985,61.19402985,12.68656716,14.17910448,0.0,0.746268657,0.0,51.6678992,-3.8736789,179.0,142356.79824561405,114,5344,2,0,6948,2121,0,1,0,1,0,1801,3000,4704,0,0,1872,1102,4515,1045,84,0,2981,0,9
268,W00004265,307,307,5.54,4.792307692,2.569230769,3.076923077,133,4.511278195,32.33082707,42.10526316,21.05263158,0.0,0.0,0.0,51.66636762499999,-3.869595875,179.0,89857.14285714286,14,5496,1,0,6988,2169,0,1,0,2,0,1978,2717,4847,0,0,1926,1225,4842,1178,386,0,2652,0,9
269,W00004266,320,320,16.57,5.417910448,2.776119403,0.746268657,137,30.65693431,31.38686131,29.19708029,8.02919708,0.0,0.729927007,0.0,51.66633360000001,-3.8799442,1533.0,148425.27642276423,123,4946,2,0,6554,1724,0,1,0,1,0,1345,3100,4256,0,0,1498,695,4205,633,495,0,2966,0,9
270,W00004267,364,364,5.62,5.557377049,2.983606557,0.0,123,4.87804878,56.91056911,32.5203252,4.87804878,0.81300813,0.0,0.0,51.66649525,-3.87409475,179.0,80552.77777777778,18,5340,1,0,6806,1978,0,1,0,1,0,1749,2881,4595,0,0,1729,976,4555,922,240,0,2921,0,9
271,W00004268,261,261,5.05,4.503937008,2.42519685,0.0,130,4.615384615,20.0,30.0,43.84615385,1.538461538,0.0,0.0,51.665053,-3.87087225,179.0,69062.5,8,5341,1,0,6820,2003,0,1,0,2,0,1961,2629,4695,0,0,1761,1079,4705,1036,449,0,2647,0,8
272,W00004269,301,301,7.37,5.528,2.928,0.8,127,37.00787402,56.69291339,6.299212598,0.0,0.0,0.0,0.0,51.6639644,-3.875007,179.0,132214.20512820513,39,5199,1,0,6545,1719,0,1,0,2,0,1677,2683,4388,0,0,1474,770,4583,726,528,0,2841,0,9
273,W00004270,257,257,20.51,6.205128205,3.102564103,0.854700855,121,49.58677686,49.58677686,0.0,0.826446281,0.0,0.0,0.0,51.66197233333333,-3.87529,1547.0,145651.66666666666,27,4977,1,0,6361,1545,0,0,0,1,0,815,2520,4258,0,0,1305,682,4362,654,750,0,2770,0,9
274,W00004271,295,295,67.44,6.1328125,3.1015625,0.0,128,39.84375,48.4375,10.9375,0.78125,0.0,0.0,0.0,51.68963,-3.88293475,1664.0,163077.27272727274,33,4944,0,0,8726,957,0,0,0,2,0,1825,3503,3788,0,0,1068,991,3531,3135,2039,0,4416,0,5
275,W00004272,290,290,16.1,6.577235772,3.276422764,1.62601626,127,49.60629921,33.85826772,15.7480315,0.787401575,0.0,0.0,0.0,51.68769816666667,-3.878628833333333,1664.0,154498.72340425532,47,5160,0,0,8657,1321,0,0,0,2,0,2066,3528,3850,0,0,1434,1351,3798,2948,2120,0,4432,0,5
276,W00004274,309,309,42.68,6.19379845,3.100775194,0.775193798,135,24.44444444,46.66666667,26.66666667,0.0,2.222222222,0.0,0.0,51.66216058333333,-3.884944666666666,1431.0,120084.07894736844,38,4722,2,0,5976,1181,0,1,3,1,0,1030,3004,3704,0,0,935,135,4153,76,1054,0,2507,0,8
277,W00004275,339,339,7.14,5.604316547,3.057553957,0.0,140,15.0,77.14285714,7.142857143,0.0,0.0,0.714285714,0.0,51.6578605,-3.88574225,1091.0,118338.54838709676,31,4540,2,0,5555,729,0,1,4,1,0,1209,2762,3405,0,0,478,346,3998,409,1271,0,2399,1,8
278,W00004276,342,342,21.84,5.567375887,2.85106383,0.0,145,15.17241379,84.13793103,0.689655172,0.0,0.0,0.0,0.0,51.65577325,-3.8820625,1431.0,114867.1052631579,38,4288,2,0,5532,749,0,1,2,0,0,1553,2423,3532,0,0,541,611,3721,661,1542,0,2659,1,9
279,W00004277,493,493,10.7,5.191709845,2.813471503,0.0,198,21.71717172,45.45454545,29.7979798,2.525252525,0.0,0.505050505,0.0,51.65351033333333,-3.894989111111112,386.0,105321.2258064516,62,4185,1,2,4789,282,1,1,2,1,0,1287,3132,2615,0,0,387,1075,3736,1135,1184,0,1815,1,5
280,W00004278,260,260,5.52,5.539130435,2.913043478,0.0,117,33.33333333,59.82905983,6.837606838,0.0,0.0,0.0,0.0,51.65748728571429,-3.887730428571429,1091.0,115954.54545454546,33,4516,2,0,5440,627,0,2,4,1,0,1136,2857,3265,0,0,380,427,3990,490,1174,0,2261,1,5
281,W00004279,274,274,6.17,5.42519685,2.787401575,0.0,129,61.24031008,31.78294574,1.550387597,0.775193798,0.0,4.651162791,0.0,51.655215,-3.8872352,1091.0,114768.51851851853,27,4261,2,1,5258,430,0,1,2,1,0,1349,2708,3180,0,0,190,655,3736,718,1354,0,2309,1,5
282,W00004280,306,306,5.89,4.852348993,2.463087248,0.67114094,151,9.271523179,88.74172185,1.324503311,0.662251656,0.0,0.0,0.0,51.6561805,-3.880324375,1431.0,106571.90476190476,42,4328,0,0,5644,875,0,1,2,0,0,1504,2346,3660,0,0,670,622,3748,664,1458,0,2776,1,9
283,W00004281,354,354,6.0,4.874125874,2.552447552,0.0,152,6.578947368,48.68421053,44.73684211,0.0,0.0,0.0,0.0,51.6561282,-3.8944034,386.0,86333.33333333333,36,4375,1,2,5055,472,0,2,4,3,0,1018,3200,2790,0,0,397,839,3989,894,948,0,1807,1,5
284,W00004282,234,234,3.93,4.636363636,2.272727273,0.909090909,114,7.01754386,40.35087719,34.21052632,14.9122807,3.50877193,0.0,0.0,51.65605825,-3.891265,386.0,75425.0,8,4401,2,1,5169,415,0,2,4,1,0,1115,2999,2974,0,0,234,693,3907,753,1089,0,2023,1,5
285,W00004283,232,232,9.03,5.136752137,2.794871795,0.0,121,72.72727273,14.87603306,12.39669421,0.0,0.0,0.0,0.0,51.653864500000005,-3.886662,1091.0,108475.60975609756,41,4107,1,1,5165,368,0,1,2,1,0,1493,2609,3157,0,0,201,796,3581,858,1485,0,2370,1,5
286,W00004284,384,384,5.25,4.930379747,2.658227848,1.265822785,165,6.060606061,57.57575758,35.75757576,0.606060606,0.0,0.0,0.0,51.654523,-3.8918955,386.0,82196.71875,32,4242,1,2,5004,247,1,1,2,1,0,1248,2971,2857,0,0,167,857,3760,918,1193,0,2001,1,5
287,W00004285,263,263,26.11,4.861788618,2.463414634,0.0,130,10.0,27.69230769,58.46153846,3.076923077,0.0,0.769230769,0.0,51.654924125,-3.899147750000001,1118.0,91721.1,40,4158,1,4,4769,399,0,3,0,3,0,1095,3455,2441,0,0,669,1182,4001,1234,944,0,1500,2,6
288,W00004286,470,470,32.59,5.078651685,2.724719101,1.685393258,189,13.22751323,48.67724868,34.92063492,1.587301587,1.587301587,0.0,0.0,51.65233471428571,-3.888030714285714,386.0,89716.66666666667,45,3952,1,1,4973,231,1,1,2,1,0,1573,2635,3007,0,0,236,980,3444,1043,1549,0,2313,1,6
289,W00004288,306,306,13.34,6.03125,3.09375,0.78125,129,62.79069767,34.10852713,3.100775194,0.0,0.0,0.0,0.0,51.65835175,-3.88237175,1431.0,140716.91176470587,34,4576,2,0,5740,915,0,1,1,0,0,1319,2600,3636,0,0,672,342,4008,384,1289,0,2633,0,9
290,W00004289,311,311,14.4,5.666666667,2.852713178,0.775193798,136,41.91176471,36.02941176,22.05882353,0.0,0.0,0.0,0.0,51.659532,-3.887348,1091.0,122060.60606060606,33,4661,2,0,5641,849,0,2,3,1,0,1008,2957,3404,0,0,606,223,4200,282,1091,0,2298,0,5
291,W00004290,331,331,27.23,5.933823529,2.904411765,1.470588235,137,30.65693431,27.73722628,40.87591241,0.729927007,0.0,0.0,0.0,51.66025254545455,-3.893924272727273,1118.0,115558.9393939394,33,4209,2,0,5464,599,0,4,3,4,0,623,3382,3079,0,0,734,618,3807,648,648,0,1859,0,5
292,W00004291,322,322,156.44,5.579710145,2.775362319,1.449275362,147,22.44897959,36.73469388,29.25170068,3.401360544,4.081632653,4.081632653,0.0,51.6581678852459,-3.9092621803278687,1118.0,106951.5306122449,49,3374,1,6,4794,510,2,6,3,5,0,1007,2976,2154,0,1,1323,1451,3304,1733,754,1,778,5,7
293,W00004292,283,283,13.08,4.954545455,2.568181818,1.515151515,136,13.23529412,23.52941176,50.0,12.5,0.735294118,0.0,0.0,51.65929362499999,-3.89891525,1118.0,99867.64705882352,51,3938,1,3,5203,244,2,3,3,6,0,609,3632,2745,0,1,858,975,3643,1008,486,0,1502,0,6
294,W00004293,251,251,12.96,5.914285714,2.885714286,1.904761905,108,29.62962963,55.55555556,11.11111111,1.851851852,1.851851852,0.0,0.0,51.65836360000001,-3.8767426,1431.0,130696.39285714286,28,4572,0,0,5990,1214,0,0,0,1,0,1222,2299,3985,0,0,993,640,3966,652,1162,0,2747,0,9
295,W00004307,407,407,324.02,5.465753425,2.634703196,0.456621005,230,35.65217391,20.86956522,0.869565217,21.30434783,2.608695652,0.434782609,18.26086957,51.595935933333344,-4.005360866666667,1858.0,394679.39344262297,61,785,2,0,3010,4807,0,1,1,1,0,2158,2134,4694,0,0,2266,1514,2013,279,504,0,1205,0,0
296,W00004308,291,291,6.34,6.346774194,3.201612903,0.0,128,34.375,50.0,5.46875,9.375,0.0,0.0,0.78125,51.59241857142858,-4.014671,1906.0,238464.0,50,1143,0,2,3031,5560,0,0,0,0,0,2511,2467,5447,0,0,2815,2050,2749,935,1202,0,1837,0,0
297,W00004309,263,263,7.64,6.603603604,3.36036036,0.0,115,6.956521739,90.43478261,1.739130435,0.869565217,0.0,0.0,0.0,51.59335275000001,-4.002465999999999,1858.0,267212.0909090909,33,435,2,1,2664,4783,0,1,1,1,0,2412,2194,4693,0,0,2411,1456,2110,173,397,0,1448,0,0
298,W00004310,297,297,10.86,6.855932203,3.457627119,0.847457627,122,54.09836066,36.06557377,8.196721311,0.0,1.639344262,0.0,0.0,51.592378,-4.007887857142856,1858.0,307752.6041666667,48,689,1,2,2749,5158,1,0,0,0,0,2584,2530,5060,0,0,2687,1834,2424,506,770,0,1635,0,0
299,W00004311,259,259,7.83,5.784172662,2.776978417,0.71942446,150,32.0,6.0,18.0,42.66666667,0.666666667,0.0,0.666666667,51.592365125,-4.000421375,1858.0,256926.5151515152,66,264,2,1,2507,4727,0,2,2,1,0,2512,2193,4649,0,0,2404,1404,2128,289,401,0,1550,0,0
300,W00004312,257,257,14.49,5.65034965,2.79020979,1.398601399,161,19.8757764,19.8757764,8.074534161,51.55279503,0.0,0.621118012,0.0,51.59534585714285,-3.9979787142857135,1858.0,232646.0133333333,75,561,1,0,2763,4402,0,1,1,1,1,2179,1826,4311,0,0,2040,1075,1756,265,36,0,1228,0,2
301,W00004313,315,315,9.82,7.609756098,3.780487805,0.0,126,89.68253968,7.142857143,0.793650794,1.587301587,0.0,0.793650794,0.0,51.59627,-4.014374999999999,1906.0,311729.76744186046,43,1282,0,2,3358,5346,0,0,0,0,0,2334,2623,5208,0,0,2412,2107,2465,889,1128,0,1481,0,0
302,W00004314,300,300,64.43,8.156521739,4.026086957,0.0,121,90.90909091,6.611570248,1.652892562,0.826446281,0.0,0.0,0.0,51.596975,-4.009646333333334,1906.0,372763.3333333333,30,1069,1,2,3250,5017,0,0,0,0,0,2130,2303,4886,0,0,2222,1770,2155,597,812,0,1223,0,0
303,W00004315,287,287,5.99,6.948717949,3.504273504,0.0,121,61.98347107,34.7107438,2.479338843,0.826446281,0.0,0.0,0.0,51.59409479999999,-4.0140016,1906.0,291690.4761904762,42,1152,0,2,3148,5431,0,0,0,0,0,2541,2584,5309,0,0,2625,2146,2591,853,1114,0,1656,0,0
304,W00004316,328,328,4.36,5.096774194,2.548387097,1.612903226,126,11.02362205,37.00787402,36.22047244,13.38582677,2.362204724,0.0,0.0,51.66373299999999,-3.93432075,309.0,98327.27272727272,22,1638,1,0,5102,1117,0,5,10,1,0,1105,1318,2218,0,1,734,608,2135,1911,815,0,1181,0,8
